📡  上海频道,#genre#
四海钓鱼,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.69:9932
家庭理财,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.67:9920
财富天下,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.63:9896
证券服务,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.71:9944
先锋乒羽,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.17:9622
茶频道,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.59:9872
CHC动作电影,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.16:9616
梨园频道,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.19:9634
文物宝库,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.21:9646
武术世界,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.22:9652
新动漫,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.18:9628
中学生,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.73:9956
发现之旅,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.74:9962
CGTN法语,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.44:9782
CGTN俄语,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.45:9788
CGTN德语,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.43:9776
CCTV1,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.60:9878




凤凰卫视资讯台,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.183:9086
凤凰卫视中文台,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.184:9092
福建综合,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.4:9542
福建综合,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.1:8000
东南卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.132:8708
福建公共频道,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.3:8012
福建新闻,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.4:8018
福建电视剧,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.5:8024
福建旅游,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.6:8030
福建经济生活,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.7:8036
福建体育,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.160:8948
福建少儿,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.9:8048
海峡卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.151:8894
福建教育频道,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.173:9026
厦门卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.11:8060
厦门1套,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.55:9848
厦门2套,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.56:9854
CCTV1,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.61:9884
CCTV2,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.174:9032
CCTV3,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.34:9722
CCTV4,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.206:9224
CCTV5,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.35:9728
CCTV5+,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.171:9014
CCTV6,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.36:9734
CCTV7,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.175:9038
CCTV8,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.37:9740
CCTV9,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.172:9020
CCTV10,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.176:9044
CCTV11,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.21:8120
CCTV12,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.177:9050
CCTV13,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.23:8132
CCTV14,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.178:9056
CCTV15,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.25:8144
CGTN,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.19:8108
CCTV17,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.9:9572
快乐购物,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.169:9002
央广购物,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.220:9308
东方卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.28:8162
湖南卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.31:8180
江苏卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.30:8174
浙江卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.29:8168
河北卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.57:8336
广东卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.33:8192
山东卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.119:8708
湖北卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.120:8714
深圳卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.46:9794
黑龙江卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.34:8198
贵州卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.159:8942
安徽卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.248:9476
天津卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.180:9068
四川卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.251:9494
江西卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.182:9080
辽宁卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.181:9074
重庆卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.250:9488
北京卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.32:8186
云南卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.61:8360
河南卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.59:8348
海南卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.42:8246
广西卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.48:8282
陕西卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.38:8222
青海卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.60:8354
宁夏卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.56:8330
中国教育1,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.167:8990
纪实人文,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.165:8978
中国教育2,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.6:9554
中国气像,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.64:8378
金鹰卡通,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.221:9314
卡酷少儿,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.222:9320
吉林卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.223:9326
山西卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.224:9332
甘肃卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.225:9338
内蒙古卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.226:9344
新疆卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.227:9350
兵团卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.228:9356
西藏卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.229:9362
大湾区卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.5:9548
金鹰纪实,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.7:9560
三沙卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.10:9578
中国教育4,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.15:9608
欢笑剧场,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.146:8864
都市剧场,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.149:8882
哈哈炫动,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.70:8414
动漫秀场,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.148:8876
嘉佳卡通,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.72:8426
游戏风云,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.145:8858
乐游,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.147:8870
法治天地,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.75:8444
东方财经,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.76:8450
金色学堂,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.78:8462
快乐垂钓,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.8:9566
生活时尚,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.141:8834
中华特产,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.72:9950
车迷频道,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.64:9902
优优宝贝,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.70:9938
环球旅游,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.66:9914
生态环境,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.68:9926
百姓健康,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.62:9890
四海钓鱼,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.69:9932
家庭理财,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.67:9920
财富天下,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.63:9896
证券服务,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.71:9944
先锋乒羽,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.17:9622
茶频道,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.59:9872
CHC动作电影,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.16:9616
梨园频道,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.19:9634
文物宝库,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.21:9646
武术世界,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.22:9652
新动漫,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.18:9628
中学生,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.73:9956
发现之旅,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.74:9962
CGTN法语,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.44:9782
CGTN俄语,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.45:9788
CGTN德语,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.43:9776
CCTV1,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.60:9878




凤凰卫视资讯台,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.183:9086
凤凰卫视中文台,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.184:9092
福建综合,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.4:9542
福建综合,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.1:8000
东南卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.132:8708
福建公共频道,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.3:8012
福建新闻,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.4:8018
福建电视剧,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.5:8024
福建旅游,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.6:8030
福建经济生活,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.7:8036
福建体育,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.160:8948
福建少儿,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.9:8048
海峡卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.151:8894
福建教育频道,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.173:9026
厦门卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.11:8060
厦门1套,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.55:9848
厦门2套,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.56:9854
CCTV1,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.61:9884
CCTV2,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.174:9032
CCTV3,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.34:9722
CCTV4,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.206:9224
CCTV5,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.35:9728
CCTV5+,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.171:9014
CCTV6,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.36:9734
CCTV7,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.175:9038
CCTV8,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.37:9740
CCTV9,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.172:9020
CCTV10,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.176:9044
CCTV11,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.21:8120
CCTV12,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.177:9050
CCTV13,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.23:8132
CCTV14,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.178:9056
CCTV15,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.25:8144
CGTN,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.19:8108
CCTV17,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.9:9572
快乐购物,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.169:9002
央广购物,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.220:9308
东方卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.28:8162
湖南卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.31:8180
江苏卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.30:8174
浙江卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.29:8168
河北卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.57:8336
广东卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.33:8192
山东卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.119:8708
湖北卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.120:8714
深圳卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.46:9794
黑龙江卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.34:8198
贵州卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.159:8942
安徽卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.248:9476
天津卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.180:9068
四川卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.251:9494
江西卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.182:9080
辽宁卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.181:9074
重庆卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.250:9488
北京卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.32:8186
云南卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.61:8360
河南卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.59:8348
海南卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.42:8246
广西卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.48:8282
陕西卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.38:8222
青海卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.60:8354
宁夏卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.56:8330
中国教育1,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.167:8990
纪实人文,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.165:8978
中国教育2,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.6:9554
中国气像,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.64:8378
金鹰卡通,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.221:9314
卡酷少儿,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.222:9320
吉林卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.223:9326
山西卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.224:9332
甘肃卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.225:9338
内蒙古卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.226:9344
新疆卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.227:9350
兵团卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.228:9356
西藏卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.229:9362
大湾区卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.5:9548
金鹰纪实,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.7:9560
三沙卫视,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.10:9578
中国教育4,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.15:9608
欢笑剧场,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.146:8864
都市剧场,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.149:8882
哈哈炫动,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.70:8414
动漫秀场,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.148:8876
嘉佳卡通,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.72:8426
游戏风云,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.145:8858
乐游,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.147:8870
法治天地,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.75:8444
东方财经,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.76:8450
金色学堂,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.78:8462
快乐垂钓,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.8:9566
生活时尚,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.141:8834
中华特产,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.72:9950
车迷频道,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.64:9902
优优宝贝,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.70:9938
环球旅游,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.66:9914
生态环境,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.68:9926
百姓健康,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.62:9890
四海钓鱼,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.69:9932
家庭理财,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.67:9920
财富天下,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.63:9896
证券服务,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.71:9944
先锋乒羽,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.17:9622
茶频道,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.59:9872
CHC动作电影,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.16:9616
梨园频道,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.19:9634
文物宝库,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.21:9646
武术世界,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.22:9652
新动漫,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.18:9628
中学生,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.73:9956
发现之旅,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.74:9962
CGTN法语,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.44:9782
CGTN俄语,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.45:9788
CGTN德语,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.43:9776
CCTV1,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.60:9878




📡  安徽频道,#genre#
安徽卫视,http://60.168.231.252:2000/rtp/238.1.79.27:4328
安徽经济生活,http://60.168.231.252:2000/rtp/238.1.79.44:4464
安徽影视频道,http://60.168.231.252:2000/rtp/238.1.79.42:4448
安徽公共频道,http://60.168.231.252:2000/rtp/238.1.79.43:4456
安徽综艺体育,http://60.168.231.252:2000/rtp/238.1.79.41:4440
安徽农业科教,http://60.168.231.252:2000/rtp/238.1.79.40:4432
安徽人物频道,http://60.168.231.252:2000/rtp/238.1.79.45:4472
安徽国际频道,http://60.168.231.252:2000/rtp/238.1.78.61:6360
安徽导视频道,http://60.168.231.252:2000/rtp/238.1.79.66:4664
合肥新闻频道,http://60.168.231.252:2000/rtp/238.1.78.111:6760
肥东新闻综合,http://60.168.231.252:2000/rtp/238.1.78.183:7336
肥东经济生活,http://60.168.231.252:2000/rtp/238.1.78.184:7344
肥西新闻综合,http://60.168.231.252:2000/rtp/238.1.78.185:7352
长丰电视台,http://60.168.231.252:2000/rtp/238.1.78.182:7328
滁州新闻综合,http://60.168.231.252:2000/rtp/238.1.78.132:6928
滁州公共频道,http://60.168.231.252:2000/rtp/238.1.78.133:6936
滁州科教频道,http://60.168.231.252:2000/rtp/238.1.78.134:6944
全椒综合频道,http://60.168.231.252:2000/rtp/238.1.78.203:7496
来安新闻综合,http://60.168.231.252:2000/rtp/238.1.78.204:7504
定远新闻综合,http://60.168.231.252:2000/rtp/238.1.78.205:7512
凤阳新闻频道,http://60.168.231.252:2000/rtp/238.1.78.207:7528
明光综合频道,http://60.168.231.252:2000/rtp/238.1.78.208:7536
芜湖新闻综合,http://60.168.231.252:2000/rtp/238.1.78.112:6768
芜湖公共频道,http://60.168.231.252:2000/rtp/238.1.78.80:6512
芜湖生活频道,http://60.168.231.252:2000/rtp/238.1.78.152:7088
芜湖教育频道,http://60.168.231.252:2000/rtp/238.1.78.167:7208
湾沚新闻综合,http://60.168.231.252:2000/rtp/238.1.78.187:7368
繁昌新闻综合,http://60.168.231.252:2000/rtp/238.1.78.190:7392
无为新闻频道,http://60.168.231.252:2000/rtp/238.1.78.188:7376
南陵新闻综合,http://60.168.231.252:2000/rtp/238.1.78.189:7384
马鞍山新闻综合,http://60.168.231.252:2000/rtp/238.1.79.15:4232
马鞍山公共频道,http://60.168.231.252:2000/rtp/238.1.78.77:6488
安庆新闻综合,http://60.168.231.252:2000/rtp/238.1.78.117:6808
安庆公共频道,http://60.168.231.252:2000/rtp/238.1.78.118:6816
安庆教育频道,http://60.168.231.252:2000/rtp/238.1.78.120:6832
潜山综合频道,http://60.168.231.252:2000/rtp/238.1.78.192:7408
桐城综合频道,http://60.168.231.252:2000/rtp/238.1.78.28:6152
太湖新闻综合,http://60.168.231.252:2000/rtp/238.1.79.12:4208
黄山新闻综合,http://60.168.231.252:2000/rtp/238.1.78.130:6912
黄山公共频道,http://60.168.231.252:2000/rtp/238.1.78.131:6920
徽州新闻频道,http://60.168.231.252:2000/rtp/238.1.78.138:6976
太平电视台,http://60.168.231.252:2000/rtp/238.1.78.199:7464
歙县综合频道,http://60.168.231.252:2000/rtp/238.1.78.200:7472
休宁新闻综合,http://60.168.231.252:2000/rtp/238.1.79.20:4272
祁门综合频道,http://60.168.231.252:2000/rtp/238.1.79.14:4224
黟县新闻综合,http://60.168.231.252:2000/rtp/238.1.78.149:7064
宣城综合频道,http://60.168.231.252:2000/rtp/238.1.78.142:7008
宣城公共频道,http://60.168.231.252:2000/rtp/238.1.78.143:7016
广德新闻综合,http://60.168.231.252:2000/rtp/238.1.78.212:7568
广德生活频道,http://60.168.231.252:2000/rtp/238.1.78.213:7576
郎溪新闻频道,http://60.168.231.252:2000/rtp/238.1.78.214:7584
旌德新闻综合,http://60.168.231.252:2000/rtp/238.1.78.215:7592
宁国新闻综合,http://60.168.231.252:2000/rtp/238.1.78.216:7600
绩溪新闻频道,http://60.168.231.252:2000/rtp/238.1.78.218:7616
池州新闻综合,http://60.168.231.252:2000/rtp/238.1.78.147:7048
池州公共频道,http://60.168.231.252:2000/rtp/238.1.78.148:7056
石台综合频道,http://60.168.231.252:2000/rtp/238.1.78.221:7640
东至综合频道,http://60.168.231.252:2000/rtp/238.1.79.13:4216
铜陵新闻综合,http://60.168.231.252:2000/rtp/238.1.78.139:6984
铜陵公共频道,http://60.168.231.252:2000/rtp/238.1.78.140:6992
铜陵科教频道,http://60.168.231.252:2000/rtp/238.1.78.141:7000
义安新闻综合,http://60.168.231.252:2000/rtp/238.1.78.211:7560
枞阳电视台,http://60.168.231.252:2000/rtp/238.1.78.210:7552
六安综合频道,http://60.168.231.252:2000/rtp/238.1.78.144:7024
六安公共频道,http://60.168.231.252:2000/rtp/238.1.78.145:7032
霍山综合频道,http://60.168.231.252:2000/rtp/238.1.78.220:7632
霍邱新闻综合,http://60.168.231.252:2000/rtp/238.1.78.119:6824
金寨综合频道,http://60.168.231.252:2000/rtp/238.1.79.21:4280
淮南新闻综合,http://60.168.231.252:2000/rtp/238.1.78.113:6776
淮南公共频道,http://60.168.231.252:2000/rtp/238.1.78.114:6784
寿县新闻综合,http://60.168.231.252:2000/rtp/238.1.78.146:7040
淮北新闻综合,http://60.168.231.252:2000/rtp/238.1.78.135:6952
淮北公共频道,http://60.168.231.252:2000/rtp/238.1.78.136:6960
淮北教育频道,http://60.168.231.252:2000/rtp/238.1.78.137:6968
濉溪新闻频道,http://60.168.231.252:2000/rtp/238.1.78.209:7544
宿州新闻综合,http://60.168.231.252:2000/rtp/238.1.78.121:6840
宿州公共频道,http://60.168.231.252:2000/rtp/238.1.78.122:6848
宿州科教频道,http://60.168.231.252:2000/rtp/238.1.78.123:6856
萧县新闻综合,http://60.168.231.252:2000/rtp/238.1.79.46:4480
泗县新闻频道,http://60.168.231.252:2000/rtp/238.1.78.193:7416
蚌埠新闻综合,http://60.168.231.252:2000/rtp/238.1.78.180:7312
蚌埠公共频道,http://60.168.231.252:2000/rtp/238.1.78.181:7320
五河新闻综合,http://60.168.231.252:2000/rtp/238.1.79.52:4528
固镇新闻综合,http://60.168.231.252:2000/rtp/238.1.79.47:4488
阜阳新闻综合,http://60.168.231.252:2000/rtp/238.1.78.124:6864
阜阳公共频道,http://60.168.231.252:2000/rtp/238.1.78.125:6872
阜阳教育频道,http://60.168.231.252:2000/rtp/238.1.78.126:6880
阜阳都市频道,http://60.168.231.252:2000/rtp/238.1.78.127:6888
颍上新闻综合,http://60.168.231.252:2000/rtp/238.1.78.194:7424
界首综合频道,http://60.168.231.252:2000/rtp/238.1.78.195:7432
临泉新闻频道,http://60.168.231.252:2000/rtp/238.1.78.29:6160
阜南新闻综合,http://60.168.231.252:2000/rtp/238.1.79.11:4200
亳州综合频道,http://60.168.231.252:2000/rtp/238.1.78.128:6896
亳州农村频道,http://60.168.231.252:2000/rtp/238.1.78.129:6904
利辛新闻综合,http://60.168.231.252:2000/rtp/238.1.78.196:7440
涡阳新闻综合,http://60.168.231.252:2000/rtp/238.1.78.197:7448
